date,value,elevation,station_id
2018-07-05,44.0,987,GHCND:USS0022F45S
2018-07-05,39.0,1831,GHCND:USS0022G06S
2018-07-05,48.0,1737,GHCND:USS0022G33S
2018-07-04,39.0,1976,GHCND:USC00351946
2018-07-04,42.0,481,GHCND:USC00355055
2018-07-04,38.0,756,GHCND:USC00356907
2018-07-04,50.0,998,GHCND:USR0000OBUE
2018-07-04,56.0,1437,GHCND:USR0000OMOU
2018-07-04,44.0,1024,GHCND:USR0000OTOK
2018-07-04,48.0,1478,GHCND:USS0021F22S
2018-07-04,46.0,1645,GHCND:USS0021G17S
2018-07-04,45.0,1609,GHCND:USS0022F18S
2018-07-04,44.0,987,GHCND:USS0022F45S
2018-07-04,45.0,1831,GHCND:USS0022G06S
2018-07-04,51.0,1737,GHCND:USS0022G33S
2018-07-04,43.0,1274,GHCND:USC00351574
2018-07-03,34.0,1976,GHCND:USC00351946
2018-07-03,43.0,481,GHCND:USC00355055
2018-07-03,42.0,998,GHCND:USR0000OBUE
2018-07-03,38.0,1437,GHCND:USR0000OMOU
2018-07-03,34.0,1024,GHCND:USR0000OTOK
2018-07-03,29.0,1478,GHCND:USS0021F22S
2018-07-03,33.0,1645,GHCND:USS0021G17S
2018-07-03,30.0,1609,GHCND:USS0022F18S
2018-07-03,35.0,987,GHCND:USS0022F45S
2018-07-03,30.0,1831,GHCND:USS0022G06S
2018-07-03,35.0,1737,GHCND:USS0022G33S
2018-07-03,34.0,1274,GHCND:USC00351574
2018-07-02,42.0,1274,GHCND:USC00351574
2018-07-02,39.0,1976,GHCND:USC00351946
2018-07-02,49.0,481,GHCND:USC00355055
2018-07-02,44.0,756,GHCND:USC00356907
2018-07-02,48.0,998,GHCND:USR0000OBUE
2018-07-02,43.0,1437,GHCND:USR0000OMOU
2018-07-02,42.0,1024,GHCND:USR0000OTOK
2018-07-02,41.0,1478,GHCND:USS0021F22S
2018-07-02,38.0,1645,GHCND:USS0021G17S
2018-07-02,36.0,1609,GHCND:USS0022F18S
2018-07-02,42.0,987,GHCND:USS0022F45S
2018-07-02,37.0,1831,GHCND:USS0022G06S
2018-07-02,42.0,1737,GHCND:USS0022G33S
2018-07-02,39.0,1450,GHCND:USC00351546
2018-07-01,43.0,1274,GHCND:USC00351574
2018-07-01,38.0,1976,GHCND:USC00351946
2018-07-01,49.0,481,GHCND:USC00355055
2018-07-01,42.0,756,GHCND:USC00356907
2018-07-01,53.0,998,GHCND:USR0000OBUE
2018-07-01,53.0,1437,GHCND:USR0000OMOU
2018-07-01,46.0,1024,GHCND:USR0000OTOK
2018-07-01,52.0,1246,GHCND:USR0000OZIM
2018-07-01,46.0,1478,GHCND:USS0021F22S
2018-07-01,46.0,1645,GHCND:USS0021G17S
2018-07-01,41.0,1609,GHCND:USS0022F18S
2018-07-01,45.0,987,GHCND:USS0022F45S
2018-07-01,42.0,1831,GHCND:USS0022G06S
2018-07-01,48.0,1737,GHCND:USS0022G33S
2018-07-01,39.0,1450,GHCND:USC00351546
2017-07-09,41.0,1450,GHCND:USC00351546
2017-07-09,46.0,1274,GHCND:USC00351574
2017-07-09,46.0,1274,GHCND:USC00351574
2017-07-09,43.0,1976,GHCND:USC00351946
2017-07-09,51.0,481,GHCND:USC00355055
2017-07-09,50.0,756,GHCND:USC00356907
2017-07-09,55.0,998,GHCND:USR0000OBUE
2017-07-09,59.0,1437,GHCND:USR0000OMOU
2017-07-09,48.0,1024,GHCND:USR0000OTOK
2017-07-09,57.0,1246,GHCND:USR0000OZIM
2017-07-09,46.0,1478,GHCND:USS0021F22S
2017-07-09,50.0,1645,GHCND:USS0021G17S
2017-07-09,44.0,1609,GHCND:USS0022F18S
2017-07-09,47.0,987,GHCND:USS0022F45S
2017-07-09,44.0,1831,GHCND:USS0022G06S
2017-07-09,54.0,1737,GHCND:USS0022G33S
2017-07-08,40.0,1450,GHCND:USC00351546
2017-07-08,42.0,1274,GHCND:USC00351574
2017-07-08,42.0,1976,GHCND:USC00351946
2017-07-08,52.0,481,GHCND:USC00355055
2017-07-08,49.0,756,GHCND:USC00356907
2017-07-08,53.0,998,GHCND:USR0000OBUE
2017-07-08,62.0,1437,GHCND:USR0000OMOU
2017-07-08,47.0,1024,GHCND:USR0000OTOK
2017-07-08,58.0,1246,GHCND:USR0000OZIM
2017-07-08,46.0,1478,GHCND:USS0021F22S
2017-07-08,49.0,1645,GHCND:USS0021G17S
2017-07-08,46.0,1609,GHCND:USS0022F18S
2017-07-08,47.0,987,GHCND:USS0022F45S
2017-07-08,44.0,1831,GHCND:USS0022G06S
2017-07-08,54.0,1737,GHCND:USS0022G33S
2017-07-07,40.0,1450,GHCND:USC00351546
2017-07-07,44.0,1274,GHCND:USC00351574
2017-07-07,42.0,1976,GHCND:USC00351946
2017-07-07,54.0,481,GHCND:USC00355055
2017-07-07,58.0,998,GHCND:USR0000OBUE
2017-07-07,62.0,1437,GHCND:USR0000OMOU
2017-07-07,52.0,1024,GHCND:USR0000OTOK
2017-07-07,62.0,1246,GHCND:USR0000OZIM
2017-07-07,45.0,1478,GHCND:USS0021F22S
2017-07-07,53.0,1645,GHCND:USS0021G17S
2017-07-07,49.0,1609,GHCND:USS0022F18S
2017-07-07,51.0,987,GHCND:USS0022F45S
2017-07-07,46.0,1831,GHCND:USS0022G06S
2017-07-07,55.0,1737,GHCND:USS0022G33S
2017-07-06,43.0,1450,GHCND:USC00351546
2017-07-06,45.0,1274,GHCND:USC00351574
2017-07-06,40.0,1976,GHCND:USC00351946
2017-07-06,55.0,481,GHCND:USC00355055
2017-07-06,53.0,756,GHCND:USC00356907
2017-07-06,57.0,998,GHCND:USR0000OBUE
2017-07-06,62.0,1437,GHCND:USR0000OMOU
2017-07-06,53.0,1024,GHCND:USR0000OTOK
2017-07-06,59.0,1246,GHCND:USR0000OZIM
2017-07-06,47.0,1478,GHCND:USS0021F22S
2017-07-06,51.0,1645,GHCND:USS0021G17S
2017-07-06,47.0,1609,GHCND:USS0022F18S
2017-07-06,52.0,987,GHCND:USS0022F45S
2017-07-06,44.0,1831,GHCND:USS0022G06S
2017-07-06,55.0,1737,GHCND:USS0022G33S
2017-07-05,42.0,1450,GHCND:USC00351546
2017-07-05,45.0,1274,GHCND:USC00351574
2017-07-05,39.0,1976,GHCND:USC00351946
2017-07-05,55.0,481,GHCND:USC00355055
2017-07-05,53.0,756,GHCND:USC00356907
2017-07-05,59.0,998,GHCND:USR0000OBUE
2017-07-05,61.0,1437,GHCND:USR0000OMOU
2017-07-05,54.0,1024,GHCND:USR0000OTOK
2017-07-05,60.0,1246,GHCND:USR0000OZIM
2017-07-05,46.0,1478,GHCND:USS0021F22S
2017-07-05,50.0,1645,GHCND:USS0021G17S
2017-07-05,48.0,1609,GHCND:USS0022F18S
2017-07-05,53.0,987,GHCND:USS0022F45S
2017-07-05,43.0,1831,GHCND:USS0022G06S
2017-07-05,53.0,1737,GHCND:USS0022G33S
2017-07-04,44.0,1450,GHCND:USC00351546
2017-07-04,47.0,1274,GHCND:USC00351574
2017-07-04,38.0,1976,GHCND:USC00351946
2017-07-04,52.0,481,GHCND:USC00355055
2017-07-04,54.0,756,GHCND:USC00356907
2017-07-04,55.0,998,GHCND:USR0000OBUE
2017-07-04,64.0,1437,GHCND:USR0000OMOU
2017-07-04,52.0,1024,GHCND:USR0000OTOK
2017-07-04,62.0,1246,GHCND:USR0000OZIM
2017-07-04,48.0,1478,GHCND:USS0021F22S
2017-07-04,53.0,1645,GHCND:USS0021G17S
2017-07-04,48.0,1609,GHCND:USS0022F18S
2017-07-04,51.0,987,GHCND:USS0022F45S
2017-07-04,44.0,1831,GHCND:USS0022G06S
2017-07-04,57.0,1737,GHCND:USS0022G33S
2017-07-03,37.0,1450,GHCND:USC00351546
2017-07-03,44.0,1274,GHCND:USC00351574
2017-07-03,37.0,1976,GHCND:USC00351946
2017-07-03,52.0,481,GHCND:USC00355055
2017-07-03,49.0,756,GHCND:USC00356907
2017-07-03,52.0,998,GHCND:USR0000OBUE
2017-07-03,57.0,1437,GHCND:USR0000OMOU
2017-07-03,47.0,1024,GHCND:USR0000OTOK
2017-07-03,55.0,1246,GHCND:USR0000OZIM
2017-07-03,42.0,1478,GHCND:USS0021F22S
2017-07-03,45.0,1645,GHCND:USS0021G17S
2017-07-03,42.0,1609,GHCND:USS0022F18S
2017-07-03,46.0,987,GHCND:USS0022F45S
2017-07-03,41.0,1831,GHCND:USS0022G06S
2017-07-03,52.0,1737,GHCND:USS0022G33S
2017-07-02,36.0,1450,GHCND:USC00351546
2017-07-02,43.0,1274,GHCND:USC00351574
2017-07-02,39.0,1976,GHCND:USC00351946
2017-07-02,52.0,481,GHCND:USC00355055
2017-07-02,46.0,756,GHCND:USC00356907
2017-07-02,55.0,998,GHCND:USR0000OBUE
2017-07-02,54.0,1437,GHCND:USR0000OMOU
2017-07-02,45.0,1024,GHCND:USR0000OTOK
2017-07-02,53.0,1246,GHCND:USR0000OZIM
2017-07-02,43.0,1478,GHCND:USS0021F22S
2017-07-02,48.0,1645,GHCND:USS0021G17S
2017-07-02,40.0,1609,GHCND:USS0022F18S
2017-07-02,45.0,987,GHCND:USS0022F45S
2017-07-02,41.0,1831,GHCND:USS0022G06S
2017-07-02,51.0,1737,GHCND:USS0022G33S
2017-07-01,50.0,1450,GHCND:USC00351546
2017-07-01,40.0,1274,GHCND:USC00351574
2017-07-01,39.0,1976,GHCND:USC00351946
2017-07-01,49.0,481,GHCND:USC00355055
2017-07-01,47.0,756,GHCND:USC00356907
2017-07-01,53.0,998,GHCND:USR0000OBUE
2017-07-01,53.0,1437,GHCND:USR0000OMOU
2017-07-01,52.0,1024,GHCND:USR0000OTOK
2017-07-01,53.0,1246,GHCND:USR0000OZIM
2017-07-01,51.0,1478,GHCND:USS0021F22S
2017-07-01,49.0,1645,GHCND:USS0021G17S
2017-07-01,43.0,1609,GHCND:USS0022F18S
2017-07-01,51.0,987,GHCND:USS0022F45S
2017-07-01,43.0,1831,GHCND:USS0022G06S
2017-07-01,51.0,1737,GHCND:USS0022G33S
2016-07-09,28.0,1450,GHCND:USC00351546
2016-07-09,48.0,1274,GHCND:USC00351574
2016-07-09,41.0,1976,GHCND:USC00351946
2016-07-09,56.0,481,GHCND:USC00355055
2016-07-09,55.0,756,GHCND:USC00356907
2016-07-09,42.0,1381,GHCND:USR0000CKLA
2016-07-09,50.0,998,GHCND:USR0000OBUE
2016-07-09,44.0,1437,GHCND:USR0000OMOU
2016-07-09,51.0,1024,GHCND:USR0000OTOK
2016-07-09,46.0,1246,GHCND:USR0000OZIM
2016-07-09,46.0,1478,GHCND:USS0021F22S
2016-07-09,40.0,1645,GHCND:USS0021G17S
2016-07-09,42.0,1609,GHCND:USS0022F18S
2016-07-09,48.0,987,GHCND:USS0022F45S
2016-07-09,38.0,1831,GHCND:USS0022G06S
2016-07-09,40.0,1737,GHCND:USS0022G33S
2016-07-08,28.0,1450,GHCND:USC00351546
2016-07-08,49.0,1274,GHCND:USC00351574
2016-07-08,43.0,1976,GHCND:USC00351946
2016-07-08,52.0,481,GHCND:USC00355055
2016-07-08,47.0,756,GHCND:USC00356907
2016-07-08,50.0,1381,GHCND:USR0000CKLA
2016-07-08,54.0,998,GHCND:USR0000OBUE
2016-07-08,48.0,1437,GHCND:USR0000OMOU
2016-07-08,54.0,1024,GHCND:USR0000OTOK
2016-07-08,50.0,1246,GHCND:USR0000OZIM
2016-07-08,49.0,1478,GHCND:USS0021F22S
2016-07-08,47.0,1645,GHCND:USS0021G17S
2016-07-08,48.0,1609,GHCND:USS0022F18S
2016-07-08,52.0,987,GHCND:USS0022F45S
2016-07-08,45.0,1831,GHCND:USS0022G06S
2016-07-08,47.0,1737,GHCND:USS0022G33S
2016-07-07,28.0,1450,GHCND:USC00351546
2016-07-07,43.0,1274,GHCND:USC00351574
2016-07-07,40.0,1976,GHCND:USC00351946
2016-07-07,47.0,481,GHCND:USC00355055
2016-07-07,35.0,1381,GHCND:USR0000CKLA
2016-07-07,51.0,998,GHCND:USR0000OBUE
2016-07-07,53.0,1437,GHCND:USR0000OMOU
2016-07-07,46.0,1024,GHCND:USR0000OTOK
2016-07-07,53.0,1246,GHCND:USR0000OZIM
2016-07-07,38.0,1478,GHCND:USS0021F22S
2016-07-07,45.0,1645,GHCND:USS0021G17S
2016-07-07,40.0,1609,GHCND:USS0022F18S
2016-07-07,44.0,987,GHCND:USS0022F45S
2016-07-07,40.0,1831,GHCND:USS0022G06S
2016-07-07,48.0,1737,GHCND:USS0022G33S
2016-07-06,28.0,1450,GHCND:USC00351546
2016-07-06,41.0,1274,GHCND:USC00351574
2016-07-06,38.0,1976,GHCND:USC00351946
2016-07-06,49.0,481,GHCND:USC00355055
2016-07-06,44.0,756,GHCND:USC00356907
2016-07-06,33.0,1381,GHCND:USR0000CKLA
2016-07-06,49.0,998,GHCND:USR0000OBUE
2016-07-06,50.0,1437,GHCND:USR0000OMOU
2016-07-06,44.0,1024,GHCND:USR0000OTOK
2016-07-06,48.0,1246,GHCND:USR0000OZIM
2016-07-06,36.0,1478,GHCND:USS0021F22S
2016-07-06,40.0,1645,GHCND:USS0021G17S
2016-07-06,37.0,1609,GHCND:USS0022F18S
2016-07-06,41.0,987,GHCND:USS0022F45S
2016-07-06,36.0,1831,GHCND:USS0022G06S
2016-07-06,45.0,1737,GHCND:USS0022G33S
2016-07-05,45.0,1737,GHCND:USS0022G33S
2016-07-05,28.0,1450,GHCND:USC00351546
2016-07-05,36.0,1274,GHCND:USC00351574
2016-07-05,37.0,1976,GHCND:USC00351946
2016-07-05,49.0,481,GHCND:USC00355055
2016-07-05,40.0,756,GHCND:USC00356907
2016-07-05,32.0,1381,GHCND:USR0000CKLA
2016-07-05,48.0,998,GHCND:USR0000OBUE
2016-07-05,50.0,1437,GHCND:USR0000OMOU
2016-07-05,45.0,1024,GHCND:USR0000OTOK
2016-07-05,49.0,1246,GHCND:USR0000OZIM
2016-07-05,37.0,1478,GHCND:USS0021F22S
2016-07-05,40.0,1645,GHCND:USS0021G17S
2016-07-05,36.0,1609,GHCND:USS0022F18S
2016-07-05,41.0,987,GHCND:USS0022F45S
2016-07-05,35.0,1831,GHCND:USS0022G06S
2016-07-04,28.0,1450,GHCND:USC00351546
2016-07-04,38.0,1274,GHCND:USC00351574
2016-07-04,38.0,1976,GHCND:USC00351946
2016-07-04,50.0,481,GHCND:USC00355055
2016-07-04,46.0,756,GHCND:USC00356907
2016-07-04,33.0,1381,GHCND:USR0000CKLA
2016-07-04,50.0,998,GHCND:USR0000OBUE
2016-07-04,51.0,1437,GHCND:USR0000OMOU
2016-07-04,45.0,1024,GHCND:USR0000OTOK
2016-07-04,50.0,1246,GHCND:USR0000OZIM
2016-07-04,36.0,1478,GHCND:USS0021F22S
2016-07-04,41.0,1645,GHCND:USS0021G17S
2016-07-04,36.0,1609,GHCND:USS0022F18S
2016-07-04,43.0,987,GHCND:USS0022F45S
2016-07-04,37.0,1831,GHCND:USS0022G06S
2016-07-04,47.0,1737,GHCND:USS0022G33S
2016-07-03,28.0,1450,GHCND:USC00351546
2016-07-03,43.0,1274,GHCND:USC00351574
2016-07-03,43.0,1976,GHCND:USC00351946
2016-07-03,50.0,481,GHCND:USC00355055
2016-07-03,51.0,756,GHCND:USC00356907
2016-07-03,39.0,1381,GHCND:USR0000CKLA
2016-07-03,55.0,998,GHCND:USR0000OBUE
2016-07-03,55.0,1437,GHCND:USR0000OMOU
2016-07-03,52.0,1024,GHCND:USR0000OTOK
2016-07-03,56.0,1246,GHCND:USR0000OZIM
2016-07-03,45.0,1478,GHCND:USS0021F22S
2016-07-03,47.0,1645,GHCND:USS0021G17S
2016-07-03,43.0,1609,GHCND:USS0022F18S
2016-07-03,48.0,987,GHCND:USS0022F45S
2016-07-03,42.0,1831,GHCND:USS0022G06S
2016-07-03,52.0,1737,GHCND:USS0022G33S
2016-07-02,28.0,1450,GHCND:USC00351546
2016-07-02,42.0,1274,GHCND:USC00351574
2016-07-02,42.0,1976,GHCND:USC00351946
2016-07-02,49.0,481,GHCND:USC00355055
2016-07-02,47.0,756,GHCND:USC00356907
2016-07-02,39.0,1381,GHCND:USR0000CKLA
2016-07-02,53.0,998,GHCND:USR0000OBUE
2016-07-02,58.0,1437,GHCND:USR0000OMOU
2016-07-02,50.0,1024,GHCND:USR0000OTOK
2016-07-02,56.0,1246,GHCND:USR0000OZIM
2016-07-02,45.0,1478,GHCND:USS0021F22S
2016-07-02,49.0,1645,GHCND:USS0021G17S
2016-07-02,43.0,1609,GHCND:USS0022F18S
2016-07-02,47.0,987,GHCND:USS0022F45S
2016-07-02,42.0,1831,GHCND:USS0022G06S
2016-07-02,54.0,1737,GHCND:USS0022G33S
2016-07-01,28.0,1450,GHCND:USC00351546
2016-07-01,40.0,1274,GHCND:USC00351574
2016-07-01,39.0,1976,GHCND:USC00351946
2016-07-01,50.0,481,GHCND:USC00355055
2016-07-01,46.0,756,GHCND:USC00356907
2016-07-01,38.0,1381,GHCND:USR0000CKLA
2016-07-01,49.0,998,GHCND:USR0000OBUE
2016-07-01,55.0,1437,GHCND:USR0000OMOU
2016-07-01,45.0,1024,GHCND:USR0000OTOK
2016-07-01,52.0,1246,GHCND:USR0000OZIM
2016-07-01,40.0,1478,GHCND:USS0021F22S
2016-07-01,47.0,1645,GHCND:USS0021G17S
2016-07-01,38.0,1609,GHCND:USS0022F18S
2016-07-01,43.0,987,GHCND:USS0022F45S
2016-07-01,42.0,1831,GHCND:USS0022G06S
2016-07-01,53.0,1737,GHCND:USS0022G33S
2015-07-09,48.0,1450,GHCND:USC00351546
2015-07-09,48.0,1274,GHCND:USC00351574
2015-07-09,48.0,1976,GHCND:USC00351946
2015-07-09,57.0,481,GHCND:USC00355055
2015-07-09,55.0,756,GHCND:USC00356907
2015-07-09,47.0,1381,GHCND:USR0000CKLA
2015-07-09,57.0,998,GHCND:USR0000OBUE
2015-07-09,53.0,1437,GHCND:USR0000OMOU
2015-07-09,53.0,1024,GHCND:USR0000OTOK
2015-07-09,57.0,1246,GHCND:USR0000OZIM
2015-07-09,50.0,1478,GHCND:USS0021F22S
2015-07-09,50.0,1645,GHCND:USS0021G17S
2015-07-09,49.0,1609,GHCND:USS0022F18S
2015-07-09,52.0,987,GHCND:USS0022F45S
2015-07-09,49.0,1831,GHCND:USS0022G06S
2015-07-09,52.0,1737,GHCND:USS0022G33S
2015-07-08,43.0,1450,GHCND:USC00351546
2015-07-08,44.0,1274,GHCND:USC00351574
2015-07-08,46.0,1976,GHCND:USC00351946
2015-07-08,59.0,481,GHCND:USC00355055
2015-07-08,56.0,756,GHCND:USC00356907
2015-07-08,42.0,1381,GHCND:USR0000CKLA
2015-07-08,60.0,998,GHCND:USR0000OBUE
2015-07-08,59.0,1437,GHCND:USR0000OMOU
2015-07-08,55.0,1024,GHCND:USR0000OTOK
2015-07-08,59.0,1246,GHCND:USR0000OZIM
2015-07-08,47.0,1478,GHCND:USS0021F22S
2015-07-08,50.0,1645,GHCND:USS0021G17S
2015-07-08,49.0,1609,GHCND:USS0022F18S
2015-07-08,53.0,987,GHCND:USS0022F45S
2015-07-08,47.0,1831,GHCND:USS0022G06S
2015-07-08,53.0,1737,GHCND:USS0022G33S
2015-07-07,44.0,1450,GHCND:USC00351546
2015-07-07,50.0,1274,GHCND:USC00351574
2015-07-07,49.0,1976,GHCND:USC00351946
2015-07-07,60.0,481,GHCND:USC00355055
2015-07-07,48.0,1381,GHCND:USR0000CKLA
2015-07-07,59.0,998,GHCND:USR0000OBUE
2015-07-07,60.0,1437,GHCND:USR0000OMOU
2015-07-07,54.0,1024,GHCND:USR0000OTOK
2015-07-07,59.0,1246,GHCND:USR0000OZIM
2015-07-07,50.0,1478,GHCND:USS0021F22S
2015-07-07,52.0,1645,GHCND:USS0021G17S
2015-07-07,50.0,1609,GHCND:USS0022F18S
2015-07-07,53.0,987,GHCND:USS0022F45S
2015-07-07,50.0,1831,GHCND:USS0022G06S
2015-07-07,56.0,1737,GHCND:USS0022G33S
2015-07-06,45.0,1450,GHCND:USC00351546
2015-07-06,43.0,1274,GHCND:USC00351574
2015-07-06,48.0,1976,GHCND:USC00351946
2015-07-06,60.0,481,GHCND:USC00355055
2015-07-06,45.0,1381,GHCND:USR0000CKLA
2015-07-06,64.0,998,GHCND:USR0000OBUE
2015-07-06,63.0,1437,GHCND:USR0000OMOU
2015-07-06,57.0,1024,GHCND:USR0000OTOK
2015-07-06,59.0,1246,GHCND:USR0000OZIM
2015-07-06,48.0,1478,GHCND:USS0021F22S
2015-07-06,53.0,1645,GHCND:USS0021G17S
2015-07-06,52.0,1609,GHCND:USS0022F18S
2015-07-06,55.0,987,GHCND:USS0022F45S
2015-07-06,48.0,1831,GHCND:USS0022G06S
2015-07-06,57.0,1737,GHCND:USS0022G33S
2015-07-05,47.0,1450,GHCND:USC00351546
2015-07-05,53.0,1274,GHCND:USC00351574
2015-07-05,52.0,1976,GHCND:USC00351946
2015-07-05,60.0,481,GHCND:USC00355055
2015-07-05,61.0,756,GHCND:USC00356907
2015-07-05,49.0,1381,GHCND:USR0000CKLA
2015-07-05,63.0,998,GHCND:USR0000OBUE
2015-07-05,67.0,1437,GHCND:USR0000OMOU
2015-07-05,55.0,1024,GHCND:USR0000OTOK
2015-07-05,66.0,1246,GHCND:USR0000OZIM
2015-07-05,50.0,1478,GHCND:USS0021F22S
2015-07-05,57.0,1645,GHCND:USS0021G17S
2015-07-05,55.0,1609,GHCND:USS0022F18S
2015-07-05,54.0,987,GHCND:USS0022F45S
2015-07-05,53.0,1831,GHCND:USS0022G06S
2015-07-05,60.0,1737,GHCND:USS0022G33S
2015-07-04,44.0,1450,GHCND:USC00351546
2015-07-04,54.0,1274,GHCND:USC00351574
2015-07-04,52.0,1976,GHCND:USC00351946
2015-07-04,60.0,481,GHCND:USC00355055
2015-07-04,62.0,756,GHCND:USC00356907
2015-07-04,50.0,1381,GHCND:USR0000CKLA
2015-07-04,63.0,998,GHCND:USR0000OBUE
2015-07-04,67.0,1437,GHCND:USR0000OMOU
2015-07-04,57.0,1024,GHCND:USR0000OTOK
2015-07-04,66.0,1246,GHCND:USR0000OZIM
2015-07-04,48.0,1478,GHCND:USS0021F22S
2015-07-04,58.0,1645,GHCND:USS0021G17S
2015-07-04,51.0,1609,GHCND:USS0022F18S
2015-07-04,54.0,987,GHCND:USS0022F45S
2015-07-04,53.0,1831,GHCND:USS0022G06S
2015-07-04,61.0,1737,GHCND:USS0022G33S
2015-07-03,47.0,1450,GHCND:USC00351546
2015-07-03,47.0,1274,GHCND:USC00351574
2015-07-03,53.0,1976,GHCND:USC00351946
2015-07-03,61.0,481,GHCND:USC00355055
2015-07-03,59.0,756,GHCND:USC00356907
2015-07-03,48.0,1381,GHCND:USR0000CKLA
2015-07-03,63.0,998,GHCND:USR0000OBUE
2015-07-03,68.0,1437,GHCND:USR0000OMOU
2015-07-03,55.0,1024,GHCND:USR0000OTOK
2015-07-03,66.0,1246,GHCND:USR0000OZIM
2015-07-03,51.0,1478,GHCND:USS0021F22S
2015-07-03,58.0,1645,GHCND:USS0021G17S
2015-07-03,51.0,1609,GHCND:USS0022F18S
2015-07-03,53.0,987,GHCND:USS0022F45S
2015-07-03,53.0,1831,GHCND:USS0022G06S
2015-07-03,62.0,1737,GHCND:USS0022G33S
2015-07-02,48.0,1450,GHCND:USC00351546
2015-07-02,51.0,1274,GHCND:USC00351574
2015-07-02,53.0,1976,GHCND:USC00351946
2015-07-02,59.0,481,GHCND:USC00355055
2015-07-02,61.0,756,GHCND:USC00356907
2015-07-02,49.0,1381,GHCND:USR0000CKLA
2015-07-02,65.0,998,GHCND:USR0000OBUE
2015-07-02,71.0,1437,GHCND:USR0000OMOU
2015-07-02,58.0,1024,GHCND:USR0000OTOK
2015-07-02,67.0,1246,GHCND:USR0000OZIM
2015-07-02,52.0,1478,GHCND:USS0021F22S
2015-07-02,58.0,1645,GHCND:USS0021G17S
2015-07-02,53.0,1609,GHCND:USS0022F18S
2015-07-02,56.0,987,GHCND:USS0022F45S
2015-07-02,53.0,1831,GHCND:USS0022G06S
2015-07-02,63.0,1737,GHCND:USS0022G33S
2015-07-01,47.0,1450,GHCND:USC00351546
2015-07-01,50.0,1274,GHCND:USC00351574
